name,email,phone,age,sex,address,city
김재호,junho01@nate.com,070-8527-6703,5,M,광주광역시 동대문구 봉은사거리 (현정손박동),안산시
김서영,si@hanmail.net,062-656-9454,78,M,충청북도 서천군 논현341로 (선영김김읍),동두천시
장혜진,hwangminseo@jusighoesa.com,043-780-1074,28,M,대전광역시 강남구 양재천거리 (영희최마을),춘천시
양은서,iyeweon@baghano.kr,061-536-7402,21,M,경기도 성남시 분당구 도산대길 (정수고류읍),강릉시
김미숙,agim@naver.com,062-790-6196,64,F,서울특별시 양천구 반포대길,정선군
한준서,muneunji@hotmail.com,063-295-8090,22,M,부산광역시 금천구 테헤란거리 (수빈서구동),천안시 서북구
임현정,jongsu53@gimi.com,062-427-2487,20,F,제주특별자치도 부천시 원미구 백제고분030가,광주시
김지후,minjibag@dreamwiz.com,054-475-6979,56,F,경상남도 예산군 삼성3가 (경희이리),태백시
김주원,ygang@gangi.org,051-409-6640,50,M,전라북도 하남시 강남대73거리 (종수손읍),천안시 서북구
김종수,heojungsu@hwangbag.org,061-458-7723,65,M,세종특별자치시 서초구 오금길,성남시 분당구
김승민,minsu24@hanmail.net,053-534-6347,58,M,대전광역시 북구 반포대거리,용인시 처인구
박은주,yeongceol58@yu.kr,018-861-0117,57,M,전라남도 제천시 서초대469로 (승현윤면),횡성군
윤채원,gi@naver.com,017-873-9864,51,F,제주특별자치도 천안시 동남구 개포거리 (지아서김읍),옥천군
유미숙,ygim@live.com,051-610-5713,70,M,광주광역시 동작구 서초대거리,홍성군
강정호,fbag@iu.com,070-1414-2653,70,F,인천광역시 서구 도산대가 (현지김리),광명시
김민준,yeongsug72@naver.com,053-087-8871,66,F,전라북도 용인시 기흥구 압구정2길 (순자김김동),시흥시
김현숙,eunju28@yuhanhoesa.com,032-812-2579,71,M,전라남도 안산시 단원구 잠실거리,옥천군
김영순,ohyeonsug@dreamwiz.com,063-975-4400,74,F,세종특별자치시 도봉구 백제고분거리 (민서김리),화성시
한경희,si@gimgim.kr,041-874-3779,32,F,광주광역시 강북구 양재천로 (정자차이마을),제천시
이진호,hyeonu01@daum.net,016-926-8470,40,M,전라북도 청주시 청원구 선릉5거리 (은영김동),공주시
윤선영,hajihu@hotmail.com,064-746-3548,8,M,전라남도 양양군 언주가,횡성군
박정훈,minjungim@daum.net,018-337-6157,60,M,강원도 부천시 오정구 강남대493거리,음성군
김경숙,fgim@bagi.net,041-337-4116,27,M,대구광역시 광진구 백제고분8로,서산시
이성민,yeweono@gmail.com,032-940-5634,68,F,경상남도 춘천시 백제고분가 (지우문마을),안산시
이승현,junseogim@ancoegim.net,02-6132-0790,46,M,경기도 광명시 선릉로 (현주박박리),천안시 서북구
박현준,yeonghwangim@hanmail.net,070-5694-0669,80,F,경상북도 인제군 잠실58거리 (준혁오손동),천안시 서북구
최민석,sanghosong@ryugimbag.net,019-282-6674,9,F,대전광역시 강동구 서초대로,시흥시
양민재,isunja@gmail.com,018-174-1500,32,F,제주특별자치도 아산시 오금3가 (지훈김면),횡성군
박정남,eunjeongbag@hanmail.net,011-717-8706,59,F,울산광역시 양천구 강남대거리 (재현남박면),증평군
김광수,egim@yuhanhoesa.kr,017-706-7666,15,F,제주특별자치도 천안시 동남구 백제고분거리 (예은강마을),철원군
성하윤,vheo@hotmail.com,070-2360-1129,52,M,충청북도 춘천시 테헤란286로 (영일박손동),이천시
박영희,ngim@baggim.com,016-975-5230,60,F,충청남도 안산시 상록구 언주799로,천안시 동남구
박정숙,jeongung34@gmail.com,043-283-7325,60,M,울산광역시 성북구 봉은사길 (상현박강리),홍천군
허정남,ogjano@yu.com,02-0617-6765,57,M,대구광역시 서초구 도산대길,고양시 일산동구
박준서,jaehyeonhan@ihanyun.com,064-703-3554,45,M,경기도 양주시 석촌호수14길 (성현송동),이천시
허주원,gangdonghyeon@bagigweon.org,010-2699-2882,77,M,서울특별시 광진구 역삼3가 (윤서이마을),속초시
김성훈,seohyeonjo@hanmail.net,053-464-4396,7,M,충청북도 청주시 청원구 테헤란375거리,광주시
한영미,vo@jusighoesa.org,053-402-6868,15,F,경기도 하남시 서초대로 (재호차김읍),용인시
윤정남,jongsu52@yuhanhoesa.kr,041-902-9759,31,F,광주광역시 중랑구 학동거리,연천군
곽지연,hanhayun@jusighoesa.com,062-026-2204,30,M,전라북도 홍천군 양재천거리 (정희김읍),광주시
김민수,han@hotmail.com,070-8219-7632,34,M,충청북도 평창군 논현거리 (승현김김리),연천군
권지영,kgim@gimcoei.kr,016-081-7633,73,F,경상북도 화성시 논현가,의정부시
나성호,jinhogim@gimgim.com,011-016-7711,13,M,충청남도 포천시 학동7가 (예준김류리),시흥시
노예은,jeonghyi26@daum.net,052-138-9219,30,M,강원도 남양주시 가락로,청주시 상당구
심혜진,gimseojun@nate.com,011-328-8540,66,F,광주광역시 강북구 석촌호수583로,영동군
이윤서,jangseonghun@live.com,052-143-5502,52,M,충청남도 안양시 동안구 서초대로 (성진박김동),동두천시
이보람,junhyeogbag@ugimi.com,041-038-1126,11,M,부산광역시 강동구 오금거리 (은지김리),여주시
이정웅,gseo@imjanggim.com,032-222-3878,34,F,전라남도 평택시 양재천길,안산시 상록구
이민석,jia14@jogim.kr,064-725-8115,33,M,광주광역시 양천구 백제고분3길 (서현김마을),철원군
윤예지,ijihu@gwagyungim.com,02-1782-1919,27,F,경상북도 연천군 삼성로 (미숙박읍),청주시 청원구
박진우,miyeongjang@hotmail.com,031-192-6748,31,M,부산광역시 성북구 봉은사거리,부천시
김선영,gwangsu03@naver.com,031-388-9112,79,M,제주특별자치도 춘천시 백제고분62거리 (서윤이김마을),고양시 덕양구
나병철,juweon87@hanmail.net,018-923-1000,32,M,충청남도 동두천시 강남대길,보령시
이영숙,byeongceol55@jusighoesa.org,043-366-9534,49,M,충청남도 정선군 언주가,논산시
남수민,myeongja01@yunnaha.com,053-065-1910,78,M,전라남도 양주시 백제고분288로,용인시 처인구
김정숙,gimhyeonju@yuhanhoesa.kr,031-447-7259,76,M,세종특별자치시 성북구 오금74거리 (경희유이마을),이천시
최영수,coejeongja@yuhanhoesa.kr,063-675-2850,34,M,서울특별시 구로구 오금로,진천군
고지혜,hyeonsug04@daum.net,02-2231-4466,5,F,서울특별시 용산구 삼성가,오산시
박성훈,jiyeongi@daum.net,051-990-6128,56,F,경상남도 보령시 도산대거리 (우진이리),태백시
김민지,lyun@hotmail.com,011-761-9914,59,F,충청남도 성남시 분당구 역삼로,동해시
이병철,cunja98@hanmail.net,031-357-7182,23,F,전라북도 부천시 원미구 서초대로 (경숙김박동),가평군
허지아,caeweon88@nate.com,019-505-4469,62,M,대구광역시 중랑구 반포대길,영동군
송도윤,xi@yu.com,016-644-5016,79,M,제주특별자치도 의왕시 역삼거리 (서준김동),구리시
민승현,ijunseo@baggim.com,019-723-4930,41,F,세종특별자치시 강동구 압구정53길,안산시 상록구
안재현,jangyeongsu@songgimgang.com,054-300-4646,18,M,서울특별시 영등포구 가락로 (민재최민리),파주시
박예진,wbag@ii.net,031-980-7155,20,F,전라남도 계룡시 봉은사980가 (승현고마을),안양시 동안구
양정희,myeongsugyang@dreamwiz.com,016-906-1560,5,M,경기도 천안시 동남구 논현길,수원시 권선구
이준영,junhyeog91@baegbagjeong.com,043-081-0959,10,F,대전광역시 강남구 서초대길 (주원한동),아산시
박영자,yeongja58@jusighoesa.com,052-088-9979,23,M,부산광역시 관악구 서초중앙1로 (민석김마을),제천시
차경희,minseog98@angoryu.org,043-274-3306,49,M,대구광역시 종로구 잠실74로,단양군
김은정,bagyeongja@nate.com,031-433-8372,41,M,경상남도 천안시 동남구 테헤란3로,영동군
송서영,bbag@hotmail.com,033-974-0864,53,F,대구광역시 동구 서초중앙135로,예산군
최동현,ogsun46@dreamwiz.com,044-986-2584,42,M,경기도 과천시 양재천942로,부천시 원미구
김상현,di@yuhanhoesa.kr,053-614-2198,7,F,충청북도 광명시 영동대883로,하남시
이아름,rsong@ju.org,018-423-0908,37,F,세종특별자치시 송파구 역삼33길,인제군
박성수,seongminbag@hwanggo.com,044-552-3851,23,F,대전광역시 강서구 잠실가,청양군
윤종수,yeongja80@yu.kr,063-881-7038,8,F,전라남도 양평군 압구정길 (혜진김마을),부천시 원미구
엄선영,ryuhyeonjeong@nate.com,02-3811-8755,47,F,대전광역시 도봉구 봉은사292길,성남시 중원구
이광수,baggyeongsug@yuhanhoesa.com,044-241-5662,20,F,경상북도 안양시 영동대거리 (정남이면),가평군
이서윤,gimjeongsug@yu.kr,063-910-9605,67,F,인천광역시 남구 오금길 (예진김동),가평군
배중수,li@ihan.net,055-239-4058,19,M,세종특별자치시 동대문구 역삼가 (지영하마을),부천시 오정구
이은주,iyang@jusighoesa.net,051-854-0864,66,M,경상북도 서산시 서초중앙길,진천군
이준영,ngim@naver.com,044-808-1636,51,M,경기도 양평군 테헤란로,남양주시
신시우,yan@jusighoesa.net,063-021-3854,46,M,충청북도 횡성군 선릉2가,음성군
박상현,seojun49@yuhanhoesa.net,02-7767-0883,29,F,경상북도 보은군 논현440로,화천군
김명숙,tsong@igo.net,033-872-6712,72,M,제주특별자치도 충주시 봉은사4로 (윤서김성읍),고성군
심영길,yeongceol55@yu.net,016-421-0676,65,M,울산광역시 중랑구 서초대18길 (예원김이면),영월군
이상현,aju@hotmail.com,063-071-6734,79,M,경상북도 고양시 가락538길 (춘자류면),오산시
장영호,yeongjinhan@ju.org,044-370-5523,30,M,경기도 부천시 양재천길,안산시
서성진,jeonghyi79@gmail.com,041-463-7886,18,M,부산광역시 서구 백제고분67거리 (민수김나리),안성시
이상철,minseoggim@iju.com,010-5219-6110,35,F,서울특별시 남구 서초중앙93로,과천시
최건우,hyejin71@hangim.com,010-1682-0199,10,M,대구광역시 동구 논현8길,김포시
한경희,jinugang@yu.com,019-557-7628,56,M,세종특별자치시 동대문구 언주8가,고양시 일산서구
박정호,byeongceol34@live.com,063-508-2035,50,M,광주광역시 도봉구 오금45거리,부천시 원미구
오현준,ri@gimgimgang.org,063-018-7426,30,F,광주광역시 서대문구 개포거리 (민석김구마을),청양군
강종수,gyeongsu80@dreamwiz.com,031-721-6976,43,M,전라남도 부천시 소사구 삼성거리 (준혁서엄마을),수원시 영통구
이서영,gyeongjai@yu.com,044-139-2507,62,M,울산광역시 강서구 학동길,포천시
이지원,jeongsig46@gimjang.com,042-010-0960,59,F,부산광역시 북구 압구정로,용인시 처인구
이현주,anhaeun@ii.org,070-8371-0059,19,M,인천광역시 서초구 가락가 (미정황이읍),평택시
곽영희,tgim@cajin.org,061-469-2197,32,M,인천광역시 송파구 압구정가 (서영강김리),수원시 장안구
황도윤,ysong@hotmail.com,016-006-1652,50,M,강원도 천안시 동남구 반포대1로 (진호이마을),부천시 원미구
오민석,ujingim@yuhanhoesa.kr,016-020-9096,38,M,울산광역시 서초구 가락2길 (도현최리),천안시 동남구
김광수,ibag@gmail.com,055-634-3899,7,F,전라남도 철원군 도산대482로,옥천군
최정수,yeongmi54@yu.com,031-056-6545,44,M,전라남도 광명시 역삼344가,평택시
허현숙,sanghyeon84@jusighoesa.com,044-189-8013,7,F,제주특별자치도 안양시 만안구 석촌호수1가 (성훈이동),부천시 소사구
이은서,bgim@gimbaeji.net,051-540-0010,14,M,전라남도 수원시 반포대로,수원시 권선구
강우진,gimjuweon@gmail.com,016-471-6507,17,M,충청북도 부천시 소사구 오금7가 (정남오동),용인시
김시우,gcoe@ju.org,044-852-4926,12,F,서울특별시 성동구 선릉81거리 (성호최윤동),태안군
이준혁,wcoe@yu.com,02-3721-0280,25,M,울산광역시 도봉구 선릉로,성남시 분당구
이정호,xbag@nate.com,070-3534-6398,69,F,충청남도 홍성군 봉은사904로 (영호오동),횡성군
윤재현,gyeongsugim@live.com,070-2035-5878,27,M,경상북도 수원시 팔달구 언주05가,김포시
유정훈,fgim@ju.com,033-564-0471,72,M,세종특별자치시 종로구 영동대로 (서윤박면),수원시 팔달구
이예은,yeweoni@nate.com,019-235-8342,72,M,경상남도 양양군 석촌호수627가 (지우이동),수원시 영통구
김종수,jaehogim@yangseo.net,032-933-2782,37,M,세종특별자치시 북구 백제고분길 (현준김동),청주시 상당구
윤춘자,pjo@jangbag.net,054-373-3825,15,M,전라북도 부천시 원미구 서초대가 (중수이읍),철원군
이종수,li@hanmail.net,032-722-4264,58,M,서울특별시 서초구 도산대로,안산시 단원구
허현주,doyun51@gimgwag.kr,019-252-5595,67,M,충청북도 부천시 소사구 강남대1로 (명숙안김마을),철원군
박경수,yeongilgim@ibaeheo.kr,043-399-9593,79,M,인천광역시 중구 석촌호수623가 (경희김권면),수원시 팔달구
권영자,ijeongja@live.com,053-332-5202,36,F,대구광역시 강동구 잠실302거리,금산군
최우진,anyeongsug@yuhanhoesa.kr,042-215-8230,65,F,울산광역시 양천구 언주7길,고양시 일산서구
권하윤,eunseo72@yu.com,010-8559-5024,45,M,경기도 인제군 영동대6로,안양시 동안구
홍준서,hyeonsug00@yunjinbag.kr,042-758-8902,38,F,인천광역시 종로구 테헤란65가 (하은최이리),서산시
윤예원,mijeongbag@gmail.com,062-211-6325,24,M,울산광역시 남구 압구정가,동두천시
배영자,jeongho99@icoei.com,051-963-0791,42,M,대전광역시 마포구 삼성0가 (하은김읍),과천시
김명자,jeongnami@hotmail.com,031-901-0195,7,F,전라남도 철원군 서초중앙거리 (성호임황면),천안시 서북구
권옥자,yeongceolseo@naver.com,016-034-4514,28,F,경상북도 영동군 선릉57거리 (미영이동),서천군
이명숙,ocoe@nate.com,032-392-1030,27,F,경상북도 성남시 오금78거리 (영순이최동),태백시
장재호,ihyeonjeong@hotmail.com,044-661-3090,50,F,서울특별시 금천구 학동171길,성남시 중원구
강성현,seoyeongcoe@nate.com,016-619-7053,63,F,전라북도 강릉시 백제고분82거리 (영자최강마을),용인시 처인구
김예준,nbag@nate.com,051-714-1128,73,M,전라북도 가평군 논현로,과천시
강예진,haeun36@hanmail.net,070-9561-4793,48,M,부산광역시 성북구 강남대6길,정선군
김하윤,juyejun@imgang.kr,061-816-0438,36,F,강원도 안성시 봉은사거리 (광수김면),부천시 소사구
최서영,bagyeonggil@gimgimseong.kr,018-126-5013,9,F,경기도 고성군 잠실로 (서현송동),화천군
노준서,seojun05@jangangang.com,016-042-0800,19,F,경상북도 서산시 강남대90길,양구군
김예은,noyeongja@live.com,062-284-5102,67,M,광주광역시 노원구 도산대636로,청주시 흥덕구
전서준,scoe@igweonbae.org,055-254-2495,21,F,강원도 평창군 가락0가,증평군
김지현,seonyeong31@gimgohan.kr,062-586-6884,5,F,인천광역시 동대문구 선릉로 (영길문김면),계룡시
양춘자,ygim@dreamwiz.com,051-130-0360,41,F,제주특별자치도 계룡시 잠실거리,부천시 소사구
박정호,pyu@daum.net,043-948-7840,63,M,대구광역시 용산구 학동567거리 (은주강김면),당진시
유지연,eomyunseo@hotmail.com,019-679-8803,78,F,전라남도 평창군 오금거리,청주시 청원구
곽민준,tyun@jusighoesa.kr,061-458-3367,77,M,대구광역시 노원구 학동37길 (영일박동),성남시 중원구
양옥순,agim@jangjogim.com,019-403-1973,22,M,강원도 단양군 강남대08길,단양군
김재호,junyeongi@live.com,070-5368-6649,76,F,광주광역시 동대문구 석촌호수5가 (은정손박읍),공주시
권혜진,pbag@live.com,016-741-0207,23,F,강원도 부천시 원미구 서초중앙2가 (성수서리),홍성군
권민지,mgu@naver.com,053-518-9707,6,M,대구광역시 중랑구 서초중앙로 (상훈김읍),삼척시
김순옥,vgim@munbag.net,041-662-9333,24,M,광주광역시 구로구 잠실4가,안양시 만안구
이성현,seonghyeonhong@nate.com,043-470-5914,21,F,강원도 용인시 개포가,구리시
김영철,jiayang@nate.com,062-507-4849,58,F,광주광역시 동작구 학동636가,양구군
이영길,gweonsangceol@live.com,019-190-4646,42,M,전라남도 청주시 서원구 강남대거리,동두천시
이지연,tbag@ii.org,018-649-8873,77,F,대전광역시 노원구 테헤란97길 (서영박마을),충주시
김지현,yeongjinbag@baggim.com,041-624-9644,79,F,울산광역시 서구 서초대길 (영일한김동),양구군
서명숙,boram15@yuhanhoesa.org,041-527-5426,65,M,제주특별자치도 철원군 석촌호수길,청주시 흥덕구
최영호,minseogim@live.com,070-1017-9690,37,F,광주광역시 강동구 개포가 (수민김리),의왕시
박현우,bageunji@ju.kr,070-9450-6477,77,M,강원도 김포시 학동거리 (성현김읍),평택시
성서영,jaeho71@simgangi.net,051-215-6357,5,F,울산광역시 강북구 가락31거리,성남시 분당구
이현주,yeongsun13@ju.com,070-1717-2050,52,F,서울특별시 도봉구 개포로,성남시 수정구
박명자,junseo81@ii.org,017-734-8004,42,F,경기도 청주시 흥덕구 학동83길 (은경김읍),속초시
김숙자,jiyeong95@daum.net,031-071-5303,71,M,강원도 아산시 테헤란822로,과천시
이정식,igim@jusighoesa.org,061-098-4403,10,M,강원도 안양시 만안구 강남대길 (현주윤류면),제천시
김준영,ui@angimbag.org,017-847-0832,76,F,서울특별시 중랑구 영동대길,홍성군
곽춘자,yejin11@ju.kr,042-363-3109,78,M,대구광역시 강서구 역삼거리,오산시
주성호,yeongceolson@yu.com,02-0497-0530,35,F,울산광역시 중구 봉은사23로,아산시
최순자,ccoe@live.com,032-435-2996,48,M,부산광역시 중랑구 학동7가,청주시 청원구
김지연,gyeongja30@hanmail.net,063-568-8979,24,M,충청북도 성남시 수정구 석촌호수가,서천군
이하은,areumgim@gmail.com,033-212-3660,24,F,전라남도 김포시 백제고분545길 (서현배김리),고양시 일산서구
허승민,bagjimin@yu.kr,019-949-6625,9,F,부산광역시 송파구 삼성가,군포시
윤상철,seungmin67@nate.com,044-644-0793,46,F,부산광역시 관악구 학동3거리,시흥시
이예은,jeongunggim@gimi.com,052-570-2473,16,M,제주특별자치도 평택시 논현거리,증평군
박지영,sumingim@dreamwiz.com,053-390-2279,21,M,대전광역시 중랑구 학동2가 (영식김손동),태백시
권진호,coeminseog@gmail.com,032-313-2025,10,F,강원도 부천시 반포대가,정선군
강성수,pgang@coeobag.org,042-708-5628,30,M,충청남도 고성군 삼성53가,김포시
장영수,ogim@ju.com,051-294-3545,67,M,인천광역시 서대문구 역삼205가,서산시
이수민,cunjai@yu.com,051-095-3908,40,F,대전광역시 성동구 학동703거리,화성시
김영미,miyeong32@seongi.org,061-004-4929,65,F,대전광역시 종로구 반포대로 (정수문이마을),고양시
김진우,jinhoi@jusighoesa.kr,018-835-9666,59,F,강원도 보령시 백제고분로,청주시 흥덕구
박민재,yeonghyijin@songimgim.com,032-607-8572,35,F,경기도 수원시 장안구 양재천3길,여주시
노서윤,hgim@yu.kr,064-786-8863,52,F,부산광역시 서초구 삼성751거리 (지은김마을),수원시 팔달구
구성호,jangsanghun@ii.org,044-606-4750,48,M,충청북도 옥천군 서초중앙58로,홍성군
이성훈,iseoyun@naver.com,032-929-9687,35,M,대구광역시 관악구 삼성가 (건우김마을),하남시
김현지,cunja59@daum.net,018-685-4999,14,M,충청북도 안산시 테헤란로,파주시
김명자,seonghyeongim@naver.com,062-060-3124,23,M,경상북도 군포시 학동길,동두천시
권서연,seungmin53@hanmail.net,032-147-2264,53,F,대전광역시 중랑구 서초대428가,성남시 분당구
신정숙,minseo27@daum.net,070-0360-1165,55,F,충청남도 동두천시 백제고분로 (준호노박면),청주시 청원구
김순옥,gimyeeun@guseo.com,053-020-3923,57,F,세종특별자치시 송파구 서초대거리 (은주손조읍),동해시
류수빈,gimjunhyeog@naver.com,019-089-8081,6,M,대전광역시 관악구 삼성77거리 (하윤이마을),음성군
이성민,jeonghyi52@ju.org,070-7867-7415,33,F,강원도 성남시 양재천로,수원시 팔달구
이은서,joogja@bagi.net,070-6977-5144,78,F,서울특별시 강서구 오금5거리,안성시
한혜진,misug34@naver.com,070-4552-2168,26,M,경상남도 강릉시 역삼6로 (영일이읍),수원시 장안구
류주원,bjo@jeonghong.kr,017-960-7611,23,F,울산광역시 강북구 석촌호수295길,시흥시
김지훈,seonyeong56@hotmail.com,033-173-1007,32,M,경상북도 김포시 강남대507길,의정부시
김선영,hyeonsugseong@gimgimgim.org,041-728-9961,56,M,경상남도 수원시 장안구 선릉가,홍천군
김진호,iseongho@gmail.com,053-659-7182,26,F,경상북도 정선군 반포대13길,이천시
박춘자,pgim@hanbagi.com,042-197-4036,76,M,인천광역시 동구 서초대4가,부천시 소사구
박영숙,jomyeongsug@gweonryu.net,041-297-3736,14,M,제주특별자치도 진천군 석촌호수3길 (정호심이리),성남시 수정구
문혜진,jeongja43@yungimgim.com,052-948-1659,46,M,부산광역시 노원구 양재천길,광명시
김예원,eunjiyun@gmail.com,064-734-7147,72,F,대전광역시 동구 반포대919가,춘천시
손지혜,yeongsughan@gweonbaggim.org,054-425-0982,62,F,경상북도 하남시 봉은사64길,동해시
노영숙,gimeunju@hotmail.com,041-391-3005,15,M,세종특별자치시 종로구 가락40길 (시우김마을),의왕시
양영숙,jiyeong03@nate.com,042-676-6099,47,F,경상북도 부여군 강남대0가,용인시 기흥구
황미영,hyeonji97@naver.com,063-653-8127,77,M,인천광역시 양천구 언주가,철원군
안정훈,seoyeong76@yuhanhoesa.org,017-494-5076,21,F,경상남도 진천군 오금거리 (영길장이동),안성시
김예원,junho04@gmail.com,055-689-1756,26,F,부산광역시 은평구 백제고분63길 (현정최마을),삼척시
이영식,jihyeonseo@nate.com,054-179-7801,57,F,서울특별시 북구 영동대540가 (동현윤김읍),음성군
손서연,isunog@naver.com,070-9266-0333,80,M,경상북도 고양시 일산동구 오금6길,아산시
김현숙,gyeongsuseo@gimiseo.kr,010-6782-2049,80,M,경상북도 성남시 언주가 (민지김리),청주시 서원구
장영수,yeongho26@nate.com,017-637-2480,61,F,서울특별시 서구 오금길,가평군
이유진,ujuweon@dreamwiz.com,055-189-1459,42,M,충청남도 용인시 기흥구 서초중앙5가,원주시
김광수,jiu60@naver.com,052-400-6719,40,F,대구광역시 구로구 강남대가 (보람최차마을),이천시
김정호,joyejin@ju.kr,032-181-0174,34,M,충청남도 화천군 봉은사344로 (민석구면),시흥시
김아름,ugim@yu.kr,052-813-5721,16,F,서울특별시 노원구 학동길 (영순박윤리),강릉시
고진호,geonu35@nate.com,011-169-4763,31,M,서울특별시 강동구 영동대거리 (서연김최리),안양시 만안구
김명자,bagdohyeon@gimheoi.kr,02-2685-4624,78,M,울산광역시 강남구 선릉3길 (서현박임리),이천시
이정남,kgim@yu.com,051-552-7798,18,F,세종특별자치시 강서구 삼성0거리,아산시
하광수,sangho58@gmail.com,064-793-7099,5,M,강원도 홍천군 서초대788길,안성시
권은지,csim@gimgimbag.kr,043-108-6966,41,M,전라남도 구리시 영동대가 (미숙최마을),수원시 장안구
강정웅,eunseoheo@hangimgim.org,010-2629-1274,39,F,울산광역시 중랑구 테헤란가,부여군
임지훈,gimujin@ihong.kr,063-866-0844,36,M,인천광역시 양천구 양재천가,광주시
박준서,simseunghyeon@gimgimcoe.net,032-388-5382,20,F,경상남도 아산시 선릉가 (재호김하마을),남양주시
김보람,jeongho98@live.com,052-849-8986,26,F,경상남도 괴산군 백제고분52길,가평군
장정웅,xno@gimgimno.kr,031-450-6884,25,M,서울특별시 성북구 백제고분426로 (성호고읍),수원시 팔달구
윤지은,seohyeonjeong@nate.com,032-618-2628,73,M,인천광역시 서구 테헤란316길,이천시
김혜진,gbag@yuhanhoesa.com,054-859-2241,7,M,인천광역시 성동구 논현46길 (영수이김면),서천군
최정순,seohyeoni@hanmail.net,019-955-7911,20,F,세종특별자치시 은평구 언주457길 (영식이이리),부여군
차성민,qhwang@live.com,041-114-7479,16,F,부산광역시 금천구 도산대가 (은정홍읍),동두천시
김보람,coejiu@gmail.com,053-634-7414,11,M,서울특별시 마포구 잠실78로 (예준이동),예산군
최수빈,subin37@jeongcoe.org,054-364-7125,67,M,대전광역시 동작구 압구정가,홍성군
장준호,mbag@ju.kr,044-012-9631,22,F,충청남도 예산군 언주2거리,청주시 청원구
박영일,jiyeongbag@nate.com,052-588-7113,64,M,인천광역시 강동구 강남대거리,강릉시
김예원,gweonmyeongsug@jeonan.com,031-412-3576,10,M,세종특별자치시 용산구 잠실668길 (승민박면),삼척시
김현우,sujin55@hanmail.net,017-528-6050,79,M,제주특별자치도 양구군 가락821길 (미영김마을),횡성군
김정웅,jeongsugjang@jusighoesa.com,043-167-8317,18,F,전라남도 홍천군 테헤란6로,청주시 흥덕구
이정훈,hanboram@yu.com,032-857-7706,28,F,충청남도 의정부시 영동대2거리,포천시
이영길,gimogsun@nate.com,061-359-6396,32,M,인천광역시 서초구 양재천6가,삼척시
김은주,jiyeongson@yu.net,051-315-7188,52,F,인천광역시 동대문구 역삼081로,의왕시
손아름,xi@baggimi.kr,051-692-8199,27,M,울산광역시 강북구 오금28가,홍천군
김성민,yangseunghyeon@gmail.com,063-293-4091,8,M,대전광역시 영등포구 언주가,화성시
박영자,di@janggimgim.com,042-296-4751,70,F,전라북도 보은군 도산대거리 (정수차김읍),태안군
김영호,sanghyeon24@naver.com,062-568-5591,20,F,전라남도 평택시 테헤란가 (민수박동),용인시 수지구
성영일,fgo@yuni.net,010-7568-8408,67,F,세종특별자치시 서구 반포대7가,동두천시
오영진,jiu74@yu.net,032-862-4508,31,M,부산광역시 동작구 오금9길 (지우이리),부천시 오정구
김보람,ugim@yu.com,064-744-7410,44,F,전라북도 시흥시 서초대로,파주시
김성수,yejuncoe@yuhanhoesa.org,043-318-6186,72,M,부산광역시 송파구 도산대거리 (정호류면),옥천군
최영식,jeongsun06@live.com,053-585-3547,34,M,인천광역시 동구 오금로,안양시 만안구
서정숙,zgo@gmail.com,052-896-1527,32,M,대전광역시 동작구 개포79길,파주시
장채원,iminsu@gmail.com,061-968-0377,52,M,세종특별자치시 동대문구 선릉거리,횡성군
김명자,seongjini@naver.com,043-316-3799,6,M,충청남도 의왕시 강남대1로,남양주시
이주원,gwangsugim@noi.kr,051-150-3318,66,M,인천광역시 동작구 테헤란로,수원시 영통구
안명자,mi@jusighoesa.net,033-059-0615,34,F,충청남도 천안시 서북구 테헤란길,의정부시
권민서,ki@dreamwiz.com,064-728-8998,14,M,전라북도 보령시 도산대3길 (수진김민마을),원주시
최미숙,minji20@hanmail.net,019-503-2252,34,F,부산광역시 용산구 가락길 (숙자엄신리),오산시
김승현,ieunju@goryui.com,062-587-8032,27,M,경상북도 고양시 도산대길,성남시 수정구
정민준,gimjeongsig@coegu.kr,019-656-0681,9,M,부산광역시 서초구 언주가 (성호김리),정선군
노상철,ji@hotmail.com,016-802-4407,29,M,세종특별자치시 도봉구 잠실가,수원시 영통구
강시우,sanghunhong@yuhanhoesa.com,031-225-7031,20,M,광주광역시 서초구 봉은사19로,안양시
김순자,yeonghyihong@hongson.kr,017-052-8396,79,F,강원도 천안시 동남구 백제고분27거리 (정숙이면),천안시 서북구
한춘자,ri@live.com,061-833-9186,29,F,서울특별시 광진구 봉은사거리 (상호심면),양주시
김영숙,myeongjaryu@gimjang.kr,062-444-7435,39,F,제주특별자치도 연천군 선릉2로 (현우한리),논산시
박준서,sujingang@heogim.com,019-222-3480,41,M,세종특별자치시 성동구 가락거리 (건우김읍),양주시
이옥순,jeongnam53@nate.com,033-295-7555,52,F,세종특별자치시 용산구 양재천12로,성남시 수정구
임옥자,cunja50@nate.com,070-0987-4222,36,M,광주광역시 강동구 봉은사길,화천군
최정훈,lgim@yu.kr,032-572-0192,30,M,제주특별자치도 철원군 반포대803로,고양시 일산동구
이예준,yeongsugim@iicoe.com,031-987-7732,61,M,경기도 태안군 논현62길,청주시 청원구
김수진,wbag@live.com,064-735-2838,44,M,대구광역시 구로구 서초중앙2거리 (서영김마을),영동군
배종수,jeonghoi@coejin.com,055-973-7122,22,F,전라남도 구리시 개포길,과천시
